Area,Production,Rainfall,Season,Temperature,Crop,Nitrogen(kg/ha),ElectricalConductivity(ds/m),pH
1607.0,1617.0,22.3675,Rabi,19.158,Rapeseed &Mustard,398.0,5.6,5.7
2538.0,10139.0,163.922,Summer,30.276,Maize,222.0,3.8,6.9
41506.0,14866.0,95.82633333333332,Kharif,26.059,Moong(Green Gram),380.0,3.9,5.2
21722.0,10937.0,139.9755,Summer,25.42725,Groundnut,317.0,1.5,5.8
115.0,1196.0,186.94834920980918,Whole Year,26.02734080594677,Potato,418.0,2.7,6.4
183200.0,135300.0,6.138,Rabi,24.3075,Jowar,286.0,5.6,6.7
895.0,1502.0,137.28799999999998,Kharif,27.522,Maize,489.0,3.9,6.4
224.0,554.0,263.32666666666665,Kharif,25.645,Jowar,302.0,3.1,6.7
705.0,547.0,33.0065,Rabi,20.58525,Rapeseed &Mustard,319.0,2.0,6.4
889.0,798.0,65.681,Rabi,23.36075,Urad,244.0,3.7,6.3
37514.0,111806.0,373.7785,Summer,29.0395,Rice,450.0,5.4,7.5
32000.0,46000.0,3.241,Winter,23.30125,Rice,346.0,3.1,6.7
65.0,786.0,90.4681859690106,Whole Year,29.23132641886526,Potato,362.0,4.5,6.5
608.0,6516.0,109.889,Kharif,24.614,Onion,392.0,4.1,5.6
61236.0,78304.0,138.4506666666666,Kharif,27.92833333333333,Maize,440.0,5.0,5.2
14027.0,5499.0,183.99266666666668,Kharif,28.25066666666667,Urad,425.0,2.6,6.4
34303.0,57398.1,157.054,Kharif,26.961,Rice,204.0,5.1,7.1
1695.0,3212.0,114.5173333333333,Kharif,27.627,Maize,495.0,2.3,5.5
200.0,5000.0,56.38069785571522,Whole Year,29.59074416842153,Sugarcane,494.0,3.7,6.8
1819.0,4866.0,100.521,Kharif,28.93,Arhar/Tur,283.0,5.3,6.5
119101.0,355515.0,5.3442500000000015,Rabi,20.323,Wheat,483.0,3.1,6.7
86569.0,399000.0,11.2635,Rabi,18.995,Wheat,403.0,1.1,7.3
1434.0,1017.0,133.5055,Summer,30.9365,Moong(Green Gram),376.0,4.9,7.1
440.0,205.7,150.5126666666667,Kharif,25.86033333333333,Sesamum,314.0,4.0,5.1
84000.0,308000.0,38.357333333333344,Kharif,29.518,Rice,326.0,3.9,5.3
18100.0,7700.0,23.044,Kharif,28.70933333333333,Moong(Green Gram),282.0,4.8,6.7
2270.0,2500.0,30.745,Rabi,18.5485,Rapeseed &Mustard,470.0,3.9,5.2
4545.0,1840.0,127.634,Kharif,26.39933333333333,Sesamum,470.0,2.4,6.4
213.0,160.0,312.8716666666666,Kharif,27.76533333333333,Arhar/Tur,269.0,5.6,6.8
2843.0,710.0,145.06933333333333,Kharif,27.09,Sesamum,492.0,1.9,7.2
111195.0,282086.0,176.28566666666669,Kharif,27.25133333333333,Rice,453.0,4.1,6.3
53.0,45.0,149.5305,Summer,30.707,Moong(Green Gram),425.0,5.2,5.5
6789.0,5221.0,148.68866666666668,Kharif,26.52933333333333,Moong(Green Gram),492.0,2.7,6.8
207.0,131.4,30.75475,Winter,22.30775,Groundnut,478.0,2.2,5.5
902.0,840.0,14.3865,Rabi,21.7065,Rapeseed &Mustard,453.0,1.7,5.3
96893.0,316840.0,41.40475,Rabi,25.38325,Rice,484.0,3.1,6.6
1603.0,320.6,94.59100000000001,Autumn,22.91875,Urad,374.0,2.4,6.7
65.0,5496.0,78.54686912338848,Whole Year,27.280417992253536,Sugarcane,214.0,3.9,7.4
8.0,15.0,56.797,Rabi,24.4025,Maize,245.0,4.8,7.2
283.0,77.0,174.50033333333332,Kharif,26.16733333333334,Sesamum,493.0,3.3,5.9
42964.0,17959.0,109.966,Kharif,27.422666666666668,Jowar,290.0,4.3,7.1
283.0,233.0,175.97966666666667,Kharif,28.23266666666666,Dry chillies,361.0,2.4,6.5
1571.0,11800.0,54.82512227527007,Whole Year,26.2034481095679,Potato,346.0,3.8,6.0
4013.0,5106.0,304.0926666666667,Kharif,24.01433333333334,Maize,234.0,3.6,7.3
1154.0,250.0,191.76466666666667,Kharif,27.75166666666667,Moong(Green Gram),486.0,5.6,6.2
3674.0,3810.0,160.2626666666667,Kharif,28.64266666666667,Arhar/Tur,472.0,4.7,7.2
56400.0,136956.0,7.3177499999999975,Winter,20.079,Rice,305.0,2.6,7.3
13984.0,30107.0,98.96,Kharif,21.363333333333326,Maize,336.0,3.2,6.4
5682.0,395814.0,184.1086666666667,Kharif,26.437,Sugarcane,487.0,3.2,6.2
487.0,338.0,47.125,Rabi,24.435,Wheat,309.0,3.0,5.1
19583.0,20580.0,136.77327449659973,Whole Year,29.349176125589786,Sesamum,383.0,4.6,6.6
78612.0,153034.0,132.4283333333333,Kharif,28.925666666666668,Rice,414.0,5.3,5.4
2.0,1.0,326.605,Kharif,27.31033333333333,Sesamum,236.0,5.0,5.8
8262.0,2809.0,119.1073333333333,Kharif,27.094,Groundnut,383.0,3.3,5.7
1822.0,1428.0,185.0856666666666,Kharif,27.78266666666667,Groundnut,275.0,4.1,6.1
1769.0,66657.0,160.1123333333333,Kharif,28.213,Sugarcane,226.0,2.7,5.6
109.0,57.0,130.613,Kharif,28.082666666666668,Moong(Green Gram),355.0,5.0,5.2
156.0,1375.0,166.4363333333334,Kharif,15.537,Potato,213.0,1.9,5.3
153.0,192.0,209.553,Kharif,27.56866666666667,Arhar/Tur,321.0,5.2,5.4
109.0,149.0,122.3295,Summer,31.76625,Maize,236.0,4.7,7.2
290.0,270.0,161.7843333333333,Kharif,23.604,Arhar/Tur,254.0,5.4,6.3
759.0,884.0,120.221,Kharif,26.759,Arhar/Tur,382.0,4.3,7.4
15654.0,36027.0,106.69,Autumn,23.11825,Maize,314.0,5.6,5.1
1570.0,19975.0,62.895472222222224,Whole Year,27.140902777777768,Onion,453.0,2.8,6.4
15.0,12.0,573.3495,Summer,20.81025,Jowar,455.0,5.4,7.4
400.0,1200.0,256.357,Summer,28.68625,Rice,497.0,2.6,7.3
11621.0,9287.0,140.1206666666667,Kharif,28.322,Arhar/Tur,401.0,1.7,6.4
2105.0,1055.0,102.01851705555859,Whole Year,28.036084388357448,Dry chillies,246.0,2.7,6.9
3.0,20.0,96.05896280520872,Whole Year,29.56483096548676,Potato,395.0,5.2,6.5
212.0,1586.0,89.38858346997169,Whole Year,28.02498132073046,Onion,403.0,1.5,5.7
285.0,291.0,28.4865,Rabi,22.49625,Gram,275.0,3.8,5.7
13.0,15.0,90.30966666666666,Kharif,26.334,Rice,360.0,3.3,7.3
46554.0,53183.0,2.9155,Rabi,21.2035,Rapeseed &Mustard,390.0,5.0,7.0
12.0,7.0,203.7785,Summer,30.79125,Urad,279.0,4.6,6.8
7167.0,12200.0,34.35525,Rabi,21.784,Wheat,400.0,5.7,6.2
792.0,5718.0,101.98608002297131,Whole Year,26.78993557167622,Onion,458.0,3.4,5.7
66500.0,83800.0,55.36633333333334,Kharif,26.82933333333333,Maize,405.0,2.8,7.4
4050.0,25944.0,301.8342503887608,Whole Year,24.99701480034164,Potato,264.0,5.4,5.6
185000.0,306500.0,6.9689999999999985,Rabi,23.42425,Wheat,431.0,2.3,7.2
268.0,73.0,23.59325,Rabi,22.44175,Urad,348.0,4.8,6.1
2100.0,2600.0,267.67333333333335,Kharif,25.59433333333333,Sesamum,219.0,4.9,6.3
48.0,233.0,184.1086666666667,Kharif,26.437,Dry chillies,262.0,2.9,5.2
42.0,131.0,191.6451237375662,Whole Year,28.04014514006203,Sugarcane,222.0,4.4,7.1
5.0,15.0,146.64266666666668,Kharif,29.26266666666666,Jowar,425.0,2.7,7.2
72.36,3240.0,126.10372848658793,Whole Year,26.25716567575573,Sugarcane,491.0,1.8,7.2
1800.0,3900.0,167.426,Kharif,24.56,Rice,279.0,1.2,6.6
234.0,370.0,254.12875,Summer,29.85,Rice,330.0,4.6,6.1
156740.0,454552.0,30.38825,Rabi,19.82875,Wheat,467.0,1.5,7.3
3100.0,4200.0,78.47733333333333,Kharif,28.29566666666667,Groundnut,372.0,3.3,5.1
1170.0,998.0,76.238,Rabi,26.325,Moong(Green Gram),485.0,2.5,7.1
6216.0,43120.0,145.2628292824074,Whole Year,28.430522569444452,Potato,348.0,3.1,5.8
17277.0,8194.0,87.26966666666668,Kharif,28.693,Rice,295.0,3.8,5.3
9.0,76.0,76.53092339309255,Whole Year,30.995499921633872,Onion,488.0,5.6,5.8
251600.0,158800.0,39.82525,Rabi,24.0205,Jowar,422.0,3.5,6.5
10140.0,446079.0,168.135,Kharif,29.117,Sugarcane,483.0,3.3,6.6
1660.0,530.0,14.50775,Rabi,21.5855,Gram,293.0,4.0,7.0
287.45,2165.36,28.4655,Rabi,19.318,Potato,283.0,1.3,7.4
11591.0,3048.4,51.91075,Autumn,24.91275,Maize,492.0,4.1,5.2
312.0,3348.7,178.9872436731074,Whole Year,29.26528129219714,Onion,451.0,2.1,5.8
10.0,11.0,151.20566666666662,Kharif,26.98833333333333,Groundnut,455.0,3.3,7.1
8671.0,32100.0,61.76775,Rabi,22.61975,Maize,222.0,3.9,5.2
120321.0,279506.0,118.5833333333333,Kharif,27.37,Rice,396.0,2.2,5.5
1714.0,154688.0,72.64999266975308,Whole Year,28.67457822145062,Sugarcane,226.0,4.6,7.4
699.0,3313.0,46.2705,Rabi,24.12975,Dry chillies,324.0,4.3,5.0
8276.0,16457.0,148.38425,Autumn,23.50275,Rice,463.0,1.9,5.4
656.0,513.0,152.6556666666667,Kharif,27.84,Urad,277.0,2.4,5.3
56097.0,52619.0,166.412,Kharif,28.16166666666667,Maize,430.0,4.6,5.7
877.0,773.0,27.0935,Rabi,17.17225,Wheat,430.0,3.8,6.9
909.0,60000.0,52.71175902259804,Whole Year,26.39589062686984,Sugarcane,376.0,1.4,5.4
104143.0,235676.0,179.02200000000005,Kharif,28.30766666666667,Rice,267.0,4.3,5.6
1342.0,630.0,184.40366666666668,Kharif,24.63966666666667,Sesamum,448.0,4.4,5.8
293.0,3654.0,71.31607259234589,Whole Year,30.00390319972132,Onion,231.0,5.5,5.5
7644.0,4250.0,146.24733333333333,Kharif,27.074,Groundnut,408.0,4.8,6.0
530.0,425.0,347.60366666666664,Kharif,23.91433333333333,Arhar/Tur,395.0,5.4,6.0
71387.0,186317.0,33.31675,Rabi,20.5705,Wheat,405.0,4.4,6.6
300.0,100.0,110.271,Kharif,26.31333333333333,Sesamum,295.0,4.8,6.4
155.0,1722.0,54.76691377314815,Whole Year,28.62323668981481,Onion,407.0,3.1,7.2
8400.0,16600.0,41.444,Rabi,24.60125,Maize,207.0,1.8,6.1
60.0,40.0,174.73025,Summer,30.80575,Moong(Green Gram),452.0,5.6,5.2
1485.0,14849.0,79.29284517666541,Whole Year,27.34439788290895,Potato,202.0,5.2,5.4
20618.0,36844.0,145.6856666666667,Kharif,26.459,Maize,322.0,1.2,5.7
10.0,6.0,411.6166666666666,Kharif,28.07466666666667,Urad,482.0,4.4,6.3
15.0,30.0,210.179,Kharif,25.785,Groundnut,222.0,3.0,6.5
90.0,29.3,263.572,Summer,28.635,Sesamum,244.0,3.2,5.1
9459.0,25925.0,139.434,Summer,24.52325,Rice,259.0,2.8,7.0
41389.0,145279.0,57.24725,Rabi,24.47175,Rice,373.0,1.9,6.6
9422.0,12339.0,271.694,Kharif,26.67366666666666,Rice,431.0,4.1,7.4
17200.0,5400.0,51.956,Rabi,23.9255,Jowar,417.0,3.7,5.7
126.0,857.0,87.2115095786981,Whole Year,24.36341844095076,Onion,318.0,5.3,7.2
15368.0,17876.0,24.33825,Rabi,20.43075,Rapeseed &Mustard,374.0,3.9,6.1
3228.0,3622.0,14.174,Rabi,20.78125,Rapeseed &Mustard,479.0,1.4,6.5
118.0,6327.8,137.6139369727589,Whole Year,29.751690107683093,Sugarcane,219.0,4.1,6.9
5243.0,23798.0,12.58275,Rabi,23.70925,Maize,234.0,3.6,7.3
986.0,10772.0,3.19925,Rabi,19.906,Potato,202.0,1.9,6.2
45900.0,39100.0,159.37,Kharif,25.30733333333333,Groundnut,287.0,2.1,5.1
1777.0,1803.8,45.67675,Autumn,23.41175,Groundnut,301.0,3.5,6.6
22922.0,45047.0,125.06,Kharif,27.96666666666667,Rice,250.0,5.1,7.4
51065.0,45131.0,96.41024170192291,Whole Year,27.279653313859182,Gram,494.0,3.7,6.2
30.0,25.0,167.197,Kharif,28.45633333333333,Urad,279.0,4.7,5.3
50.0,40.0,179.92933333333332,Kharif,24.00566666666667,Groundnut,405.0,2.1,7.4
100.0,200.0,349.61800000000005,Summer,24.5795,Maize,211.0,3.4,5.4
8100.0,9000.0,106.42025,Summer,28.0355,Groundnut,290.0,5.2,5.7
16675.0,17622.0,374.73125,Summer,28.45575,Rice,370.0,2.2,5.8
192.0,152.0,110.8216666666667,Kharif,28.28933333333333,Groundnut,461.0,4.3,6.6
143640.0,229890.0,46.12225,Autumn,23.399,Rice,326.0,1.7,7.4
113600.0,8521000.0,98.14173743328831,Whole Year,22.94315678449717,Sugarcane,213.0,1.7,5.3
5200.0,1245.0,161.38133333333332,Kharif,24.80533333333334,Moong(Green Gram),345.0,3.1,6.3
2800.0,186900.0,95.56218595679012,Whole Year,29.901316068672838,Sugarcane,223.0,1.6,5.4
1997.0,2506.0,170.66066666666669,Kharif,28.66433333333333,Arhar/Tur,246.0,4.4,6.2
99.0,130.0,21.8745,Rabi,-0.07824999999999993,Wheat,276.0,2.2,5.3
127843.0,447523.0,139.76,Kharif,29.27133333333333,Rice,204.0,4.6,5.4
100978.0,455000.0,10.75275,Rabi,19.182,Wheat,436.0,1.8,5.3
953.0,835.0,151.0606666666667,Kharif,28.05833333333333,Jowar,229.0,2.6,5.3
423.0,1432.0,510.4712499999998,Summer,24.84325,Maize,331.0,1.4,6.6
4415.0,3476.0,128.4516666666667,Kharif,19.748,Rice,334.0,1.7,7.4
60.0,27.0,4.267,Rabi,19.8365,Gram,496.0,1.3,5.6
3000.0,3000.0,15.83475,Rabi,17.437,Rapeseed &Mustard,485.0,5.2,5.3
55600.0,26700.0,159.10733333333332,Kharif,26.18666666666667,Arhar/Tur,442.0,2.7,6.7
64082.0,99863.0,96.00666666666666,Kharif,25.555,Maize,342.0,4.8,6.1
9064.0,14466.0,442.5066666666667,Kharif,26.61966666666667,Rice,470.0,2.5,7.2
145275.0,115929.0,18.6135,Rabi,21.45475,Gram,221.0,5.4,6.0
10936.0,25480.0,15.899,Rabi,20.322,Wheat,369.0,1.7,7.3
228.0,302.0,199.95375,Summer,30.43525,Maize,455.0,1.4,7.3
3965.0,2387.0,210.9243333333333,Kharif,26.66066666666667,Arhar/Tur,204.0,5.3,5.9
8.0,90.0,81.08852726588883,Whole Year,29.315561119731306,Potato,373.0,2.5,6.7
2400.0,1600.0,154.2516666666667,Kharif,25.27666666666667,Jowar,437.0,5.7,7.0
106.0,371.0,258.639,Summer,23.50425,Maize,369.0,3.9,5.3
28871.0,33918.0,14.95,Winter,20.23025,Rice,357.0,5.0,6.8
14.0,28.0,115.40078786791894,Whole Year,27.43859671753097,Dry chillies,405.0,1.2,7.1
12000.0,12000.0,128.6285,Autumn,23.6395,Rice,477.0,2.6,5.2
100.0,100.0,159.10733333333332,Kharif,26.18666666666667,Maize,476.0,2.1,5.8
826.0,808.0,129.89157523148148,Whole Year,26.45442534722222,Dry chillies,270.0,5.6,6.2
34.0,45.0,70.10849999999999,Autumn,22.845,Rice,352.0,1.2,5.3
258000.0,1246000.0,12.595999999999998,Rabi,19.342,Wheat,458.0,4.4,5.2
2631.0,1877.0,65.253,Kharif,30.05833333333334,Urad,290.0,5.2,7.4
12416.0,13438.0,119.304,Kharif,26.93433333333333,Jowar,255.0,4.4,6.9
132.0,90.0,182.3823333333333,Kharif,26.37033333333333,Arhar/Tur,391.0,4.0,6.6
100.0,10.0,24.85875,Rabi,24.0435,Sesamum,291.0,3.1,7.0
670.0,300.0,133.6436666666667,Kharif,26.98233333333333,Sesamum,341.0,2.0,5.1
11414.0,4009.0,101.135,Kharif,27.70666666666667,Jowar,389.0,4.1,5.4
1074.0,12815.0,61.72776041666666,Whole Year,29.65906944444444,Potato,260.0,1.9,6.2
11201.0,12646.0,106.1033333333333,Kharif,29.06133333333333,Maize,237.0,5.4,5.1
3000.0,6000.0,219.19525,Summer,26.74875,Rice,353.0,2.1,5.2
2110.0,2140.0,31.73625,Rabi,16.54025,Rapeseed &Mustard,227.0,4.1,5.8
12162.0,3276.0,107.412,Kharif,27.19466666666667,Rice,391.0,3.4,6.5
567.79,3576.0,52.02475,Rabi,19.8055,Potato,305.0,5.3,6.1
1813.0,1266.0,56.10633333333334,Kharif,28.45766666666666,Arhar/Tur,493.0,2.7,5.5
63638.0,148710.0,4.7965,Rabi,21.25825,Wheat,208.0,2.8,6.7
35986.0,83088.0,2.16,Rabi,19.95075,Wheat,446.0,3.9,5.0
752.0,1100.0,5.357250000000001,Rabi,19.217,Rapeseed &Mustard,382.0,5.3,7.4
243.0,191.0,31.45775,Rabi,17.66475,Wheat,304.0,5.1,5.0
1.0,1.0,290.0323333333333,Kharif,26.68433333333333,Groundnut,421.0,5.5,5.4
585.0,532.0,8.149,Rabi,20.2515,Gram,289.0,2.0,5.7
6600.0,10300.0,4.824999999999998,Rabi,24.925,Wheat,438.0,4.4,5.2
1413.0,1756.0,134.909,Summer,26.3875,Maize,241.0,4.9,6.1
77831.0,47041.0,4.250249999999999,Rabi,19.76825,Gram,418.0,5.5,6.8
47082.0,110502.0,71.23833333333333,Kharif,26.67366666666666,Maize,248.0,2.6,6.1
8500.0,11759.0,264.0333333333333,Kharif,23.443,Maize,316.0,1.9,6.0
4.0,7.7,234.725,Summer,28.21825,Maize,450.0,3.4,6.7
35635.0,92794.0,98.006,Kharif,27.32266666666667,Maize,378.0,5.5,5.7
2180.0,1627.0,1.159,Rabi,22.465,Gram,346.0,1.5,5.3
1889.3,8516.96,7.0775,Winter,20.72675,Potato,456.0,2.2,6.0
43000.0,151000.0,150.005,Kharif,27.96733333333333,Rice,265.0,5.0,6.9
4373.0,2380.0,161.82233333333332,Kharif,27.459,Arhar/Tur,323.0,5.6,6.2
469.0,46.0,20.99275,Winter,21.33925,Rapeseed &Mustard,466.0,5.5,6.1
74.0,111.0,145.85975,Autumn,23.15925,Rice,288.0,1.6,5.0
320.0,240.0,314.23266666666666,Kharif,26.76966666666667,Arhar/Tur,330.0,3.8,7.3
17300.0,26000.0,19.00525,Rabi,24.97025,Wheat,424.0,1.4,5.6
9025.0,13525.0,404.1356666666666,Kharif,26.597,Rice,242.0,4.7,6.0
316.0,116.0,62.03233333333333,Kharif,27.87466666666667,Urad,299.0,4.8,6.4
109295.0,305190.0,1.87825,Rabi,20.15825,Wheat,354.0,4.5,6.6
1244.0,306.0,12.77725,Winter,22.88875,Sesamum,441.0,2.6,6.9
3000.0,2000.0,16.77075,Rabi,18.9145,Rapeseed &Mustard,230.0,3.0,6.3
17302.0,4003.0,258.021,Kharif,27.146,Urad,339.0,5.0,6.0
3920.0,1124.0,5.658666666666666,Kharif,29.889,Sesamum,263.0,1.1,6.8
63005.0,54329.0,28.4865,Rabi,22.49625,Gram,418.0,2.3,5.8
38028.0,77884.0,27.50475,Rabi,20.35025,Wheat,493.0,1.9,7.4
77700.0,40900.0,14.72733333333333,Kharif,23.30566666666667,Moong(Green Gram),453.0,1.3,7.5
6700.0,11600.0,14.58425,Rabi,19.946,Gram,472.0,4.6,7.4
2361.0,94477.0,81.97583333333333,Whole Year,26.29975,Sugarcane,305.0,3.1,6.4
42773.0,62534.0,159.60666666666668,Kharif,27.88366666666667,Maize,482.0,5.5,5.0
8376.0,3574.0,33.98249999999999,Rabi,23.35625,Gram,376.0,2.0,6.3
10451.0,18271.0,228.871,Kharif,20.502666666666673,Rice,432.0,2.4,7.4
1754.0,1147.0,159.03266666666667,Kharif,26.79300000000001,Jowar,463.0,1.4,5.4
70.0,48.0,311.7920000000001,Kharif,27.104,Arhar/Tur,362.0,3.4,5.1
183.0,313.0,149.33566666666667,Kharif,29.479,Arhar/Tur,334.0,5.2,5.6
66581.0,225789.0,239.03625,Summer,29.45125,Rice,373.0,1.8,6.1
281.0,896.0,114.47175,Autumn,22.7425,Rice,347.0,1.1,6.8
1859.0,2790.0,126.9706666666667,Kharif,27.71533333333333,Rice,234.0,2.0,6.8
58.0,15.0,121.948,Kharif,20.659,Arhar/Tur,207.0,1.2,7.2
500.0,200.0,11.57775,Rabi,23.61675,Rapeseed &Mustard,314.0,3.9,6.3
33650.0,81330.0,276.415,Kharif,22.54966666666667,Rice,224.0,2.4,6.6
60993.0,82444.0,259.9316666666667,Kharif,28.40966666666667,Groundnut,459.0,3.2,6.4
16436.0,11637.0,134.24125,Rabi,24.886,Jowar,260.0,5.2,5.3
409.0,458.0,75.94,Rabi,23.478,Groundnut,421.0,5.3,7.1
1700.0,2400.0,238.90425,Summer,29.34175,Rice,394.0,1.7,6.8
48.0,53.0,39.82675,Rabi,21.405,Wheat,370.0,3.0,5.1
44179.0,101694.0,61.832,Rabi,21.7625,Wheat,228.0,2.4,7.0
130.0,1042.0,105.41665963134407,Whole Year,27.34012241295886,Onion,261.0,4.0,6.1
10605.0,10754.0,175.11333333333332,Kharif,25.978,Maize,339.0,1.9,5.0
321.0,136.0,90.30966666666666,Kharif,26.334,Moong(Green Gram),359.0,5.2,5.9
15946.0,6787.0,152.149,Kharif,24.07033333333333,Arhar/Tur,425.0,2.6,5.0
1330.0,830.0,84.85566666666666,Kharif,29.17133333333333,Moong(Green Gram),391.0,1.1,7.0
177541.0,130670.0,160.66666666666669,Kharif,26.11800000000001,Rice,304.0,2.7,7.3
50635.0,91612.0,19.90375,Rabi,20.6675,Wheat,266.0,1.5,5.5
2.0,4.4,233.13975,Summer,28.70475,Wheat,283.0,2.3,7.2
31.0,23.0,196.626,Summer,29.873,Urad,225.0,1.6,6.1
122588.0,296503.0,115.6626666666667,Kharif,28.68066666666667,Rice,201.0,4.8,6.0
2.0,27.0,114.2255,Summer,27.3955,Dry chillies,405.0,5.3,7.3
12097.0,16099.0,221.01525,Summer,28.69175,Rice,357.0,1.2,6.9
26150.0,41630.0,225.785,Kharif,21.116333333333326,Rice,215.0,2.2,7.1
4.0,244.0,68.6044962877317,Whole Year,28.46949973414683,Sugarcane,437.0,3.3,5.1
109.0,29.0,85.0065,Rabi,23.3965,Moong(Green Gram),331.0,3.0,6.7
38.0,77012.30591908224,104.0103333333333,Kharif,27.885,Arhar/Tur,418.0,5.0,7.0
33.0,30.0,24.662,Rabi,16.4235,Urad,251.0,5.6,6.5
15420.0,1850.0,191.352,Kharif,26.01166666666667,Moong(Green Gram),313.0,3.1,6.8
144.0,194.0,277.1095,Summer,28.596,Maize,368.0,3.1,6.6
19260.0,8781.0,88.17375,Autumn,23.84825,Rice,220.0,1.7,6.3
1000.0,340.0,15.836,Rabi,20.6215,Rapeseed &Mustard,495.0,3.5,6.6
2.0,2.3,85.83475,Autumn,25.37575,Groundnut,445.0,5.6,5.7
2725.0,4615.0,144.82,Autumn,23.171,Rice,369.0,5.4,6.9
75439.0,110862.0,191.71966666666668,Kharif,26.773000000000003,Rice,221.0,3.0,6.5
1119.0,880.0,78.37899999999998,Rabi,23.85625,Gram,435.0,4.7,5.6
6905.0,4875.0,12.68475,Rabi,22.00825,Gram,336.0,5.2,5.9
2106.0,2902.0,136.9143333333333,Kharif,27.85333333333334,Groundnut,231.0,2.8,5.7
3012.0,35075.0,204.28075,Summer,30.35,Maize,311.0,4.6,6.2
13100.0,15000.0,140.28799999999998,Kharif,21.56,Rice,255.0,4.8,6.4
4.0,1.4,198.71275,Summer,28.44325,Urad,395.0,4.7,5.4
146979.0,501639.0,188.15066666666667,Kharif,26.933000000000003,Maize,489.0,1.7,6.9
3707.0,10608.0,132.889,Kharif,25.30033333333333,Dry chillies,423.0,3.8,5.1
1692.0,451.0,165.70466666666667,Kharif,26.421,Sesamum,263.0,1.7,5.7
140359.0,513370.0,238.24675,Summer,29.69425,Rice,437.0,4.1,5.4
68617.0,127010.0,33.0065,Rabi,20.58525,Wheat,280.0,4.8,6.5
2050.0,4311.0,317.47433333333333,Kharif,24.85933333333334,Maize,250.0,4.1,7.4
348.0,4989.0,42.23607118055556,Whole Year,28.99478877314814,Onion,425.0,4.5,5.1
20.0,11.0,139.69175,Autumn,26.3115,Urad,256.0,5.6,7.0
61484.0,145488.0,21.09125,Rabi,20.38925,Wheat,235.0,4.3,6.6
5900.0,7200.0,193.4145,Summer,27.57425,Groundnut,419.0,3.8,6.0
1196.0,725.0,63.30549999999999,Rabi,19.5265,Urad,423.0,3.0,7.2
34300.0,73400.0,4.866000000000001,Rabi,24.89725,Wheat,234.0,1.4,6.6
4.0,19.0,267.19733333333335,Kharif,26.91666666666667,Potato,339.0,3.2,6.5
1448.0,2618.0,279.46675,Summer,28.55075,Rice,254.0,3.9,6.6
10.0,160.0,54.22307691805374,Whole Year,27.1483346505719,Potato,284.0,1.7,6.5
26321.0,26725.0,29.9835,Rabi,22.66,Wheat,227.0,1.8,6.8
7697.0,5253.0,49.9715,Rabi,17.86125,Rapeseed &Mustard,363.0,1.6,5.1
600.0,1100.0,143.851,Summer,28.04575,Groundnut,435.0,1.6,7.2
5368.0,5212.0,13.50075,Rabi,20.69475,Gram,488.0,5.4,7.0
529.0,599.0,40.791,Rabi,25.2965,Dry chillies,314.0,4.3,5.5
66000.0,172000.0,51.53966666666667,Kharif,28.071,Rice,466.0,3.0,7.1
800.0,300.0,114.787,Kharif,27.786,Sesamum,336.0,1.3,6.6
2819.0,187879.0,218.5066666666667,Kharif,28.09,Sugarcane,427.0,2.6,5.1
17253.0,12597.0,73.0865,Autumn,24.3445,Rice,436.0,4.0,5.1
3870.0,386.0,84.37466666666667,Kharif,25.15,Moong(Green Gram),429.0,3.9,6.5
1700.0,3100.0,121.1663333333333,Kharif,28.29566666666667,Maize,313.0,4.6,6.2
33.0,43.0,78.02,Kharif,28.14766666666667,Groundnut,308.0,4.9,6.8
39096.0,62793.0,32.4755,Rabi,21.007,Wheat,373.0,3.9,6.2
379.0,173.0,94.68666666666668,Kharif,28.30033333333333,Urad,219.0,2.2,6.9
5.0,1.0,8.065999999999999,Rabi,20.9455,Moong(Green Gram),485.0,2.9,6.7
7337.0,2815.0,42.24149999999999,Rabi,21.1955,Gram,412.0,1.3,5.0
900.0,1400.0,8.74625,Rabi,23.7725,Jowar,311.0,2.6,6.6
32.0,11.0,99.10475,Autumn,24.64825,Urad,355.0,5.4,5.9
6009.0,7082.0,183.92533333333333,Kharif,28.21333333333333,Arhar/Tur,402.0,2.1,5.1
54.0,7.0,187.671,Kharif,27.57266666666667,Sesamum,373.0,4.7,5.4
495.0,731.0,33.34275,Rabi,20.54925,Maize,489.0,3.3,5.7
1900.0,4300.0,158.48466666666667,Kharif,28.00800000000001,Arhar/Tur,200.0,3.2,7.4
27.0,13.0,221.8415,Summer,29.96225,Moong(Green Gram),353.0,4.9,5.1
185.0,10035.0,126.2643333333333,Kharif,26.54966666666667,Sugarcane,419.0,3.3,5.1
2037.0,2340.0,307.64166666666665,Kharif,20.63533333333334,Maize,424.0,2.0,5.5
133.0,182.0,62.41675,Summer,31.15600000000001,Rice,224.0,2.3,7.3
2210.0,2861.0,161.79833333333332,Kharif,27.69233333333333,Groundnut,439.0,1.9,6.4
197.0,4700.0,42.69057691124601,Whole Year,27.088432132952928,Potato,279.0,2.8,6.6
8001.0,3629.0,139.76,Kharif,29.27133333333333,Sesamum,482.0,4.0,6.4
71.0,169.0,32.7275,Rabi,23.079,Maize,207.0,4.1,5.9
8561.0,7905.0,147.392,Kharif,28.17933333333334,Maize,344.0,2.2,6.4
402.0,915.0,184.8,Kharif,27.707666666666668,Maize,304.0,3.0,7.3
21785.0,25358.0,49.28575,Rabi,23.842,Groundnut,336.0,2.2,5.1
